Interior vertex normals: 
0.755822 -0.162729 0.634234
0.711013 -0.11277 0.694078
0.755822 -0.162729 0.634234
0.633318 0.00449485 0.773879
0.711013 -0.11277 0.694078
0.633318 0.00449485 0.773879
0.627708 0.306613 0.715521
0.66581 0.111365 0.737763
0.542153 -0.605894 -0.582205
0.239645 -0.838818 -0.48883
0.532542 -0.840828 0.0969904
0.532542 -0.840828 0.0969904
0.525971 -0.799071 0.291274
0.568831 -0.578128 0.584978
0.477817 0.516248 0.710759
0.256533 0.758745 0.598745
0.588358 0.318834 0.743088
0.488827 -0.423066 0.76293
0.567524 -0.392861 0.723585
0.590859 -0.328169 0.737015
0.567524 -0.392861 0.723585
0.645888 -0.242324 0.723953
0.590859 -0.328169 0.737015
0.590859 -0.328169 0.737015
0.645888 -0.242324 0.723953
0.567077 -0.0194656 0.823435
0.598881 0.26825 0.754575
0.623106 0.360241 0.694237
0.499983 0.359135 0.788061
0.488369 0.459798 0.741675
0.510134 0.467413 0.722003
0.499983 0.359135 0.788061
0.623106 0.360241 0.694237
0.488369 0.459798 0.741675
0.499983 0.359135 0.788061
0.547123 0.411099 0.729146
0.510134 0.467413 0.722003
0.488369 0.459798 0.741675
0.547123 0.411099 0.729146
0.552117 0.412023 0.724847
0.510134 0.467413 0.722003
0.568447 0.231106 0.789593
0.766196 0.0230214 0.642194
0.552117 0.412023 0.724847
0.547123 0.411099 0.729146
0.568447 0.231106 0.789593
0.552117 0.412023 0.724847
0.766196 0.0230214 0.642194
0.568447 0.231106 0.789593
0.690887 -0.0386144 0.721931
0.799082 -0.0199374 0.600891
0.633318 0.00449485 0.773879
0.755822 -0.162729 0.634234
0.633318 0.00449485 0.773879
0.799082 -0.0199374 0.600891
0.627708 0.306613 0.715521
0.819503 0.138469 -0.556094
0.527622 0.443607 -0.72445
0.84518 0.396597 -0.358303
0.0441847 -0.711458 -0.701338
-0.0251421 -0.607388 -0.794008
0.142938 -0.750749 -0.644938
0.723543 0.0996903 0.683043
0.567077 -0.0194656 0.823435
0.645888 -0.242324 0.723953
0.567077 -0.0194656 0.823435
0.723543 0.0996903 0.683043
0.598881 0.26825 0.754575
0.690887 -0.0386144 0.721931
0.799082 -0.0199374 0.600891
0.755822 -0.162729 0.634234
-0.136185 -0.521921 0.842052
-0.00897291 -0.574779 0.818259
-0.0793017 -0.487866 0.869309
0.266149 0.444228 0.855468
0.0585825 0.381906 0.922343
0.196028 0.0903295 0.976429
0.266149 0.444228 0.855468
0.0921511 0.663597 0.742393
0.0585825 0.381906 0.922343
0.160317 0.53263 0.831026
0.266149 0.444228 0.855468
0.287853 0.21582 0.933039
0.438806 -0.897093 0.0517122
0.601324 -0.510113 0.614975
0.439463 -0.852009 0.284523
0.477817 0.516248 0.710759
0.267327 0.701582 0.660545
0.256533 0.758745 0.598745
0.761987 0.627324 0.160748
0.922035 0.257011 0.289477
0.735356 0.650652 0.189479
0.723543 0.0996903 0.683043
0.623106 0.360241 0.694237
0.598881 0.26825 0.754575
0.623106 0.360241 0.694237
0.547123 0.411099 0.729146
0.488369 0.459798 0.741675
0.643663 -0.73559 -0.2112
0.712644 -0.658852 -0.240941
0.277836 -0.956755 -0.0861808
0.281572 0.599152 0.749489
0.627708 0.306613 0.715521
0.335482 0.787998 0.516247
0.641648 0.0849594 0.762279
0.5455 0.140749 0.826208
0.618591 -0.0227973 0.785382
0.853744 -0.464586 -0.23512
0.928121 -0.334876 -0.162634
0.813135 -0.573552 -0.0992491
0.340946 0.240318 0.908847
0.5455 0.140749 0.826208
0.283492 0.21059 0.935566
0.218373 -0.0626129 0.973855
0.42864 -0.132573 0.893696
0.405888 0.0911813 0.909363
0.690007 -0.644318 0.329764
0.588358 0.318834 0.743088
0.601324 -0.510113 0.614975
0.623106 0.360241 0.694237
0.681709 0.407292 0.607772
0.547123 0.411099 0.729146
0.690887 -0.0386144 0.721931
0.78641 0.01405 0.617545
0.799082 -0.0199374 0.600891
0.0784186 -0.943949 0.320641
0.00501616 -0.941074 0.338164
0.0145257 -0.997608 0.0675823
0.784729 -0.448013 -0.428352
0.853744 -0.464586 -0.23512
0.670526 -0.707215 -0.224146
0.221753 0.136064 0.965563
0.575044 0.367337 0.731018
0.363554 0.274019 0.890361
0.463469 0.565674 0.682063
0.379674 0.519467 0.765508
0.267327 0.701582 0.660545
0.498187 0.184702 0.847169
0.541202 0.347514 0.765725
0.312794 0.49949 0.80788
0.938146 0.329102 -0.10758
0.869017 0.450016 -0.205658
0.869157 0.492373 -0.0462157
0.601545 -0.428027 0.67449
0.593407 -0.228967 0.771649
0.447995 -0.340338 0.826723
-0.323888 0.371398 -0.87015
-0.42931 0.172793 -0.886474
-0.313042 0.225578 -0.922561
0.551185 -0.00468012 0.83437
0.529599 -0.0947276 0.842942
0.442011 -0.100529 0.891359
0.723543 0.0996903 0.683043
0.72519 0.196778 0.659832
0.623106 0.360241 0.694237
0.78641 0.01405 0.617545
0.849122 0.124598 0.513291
0.799082 -0.0199374 0.600891
0.190565 -0.416614 0.888886
0.287853 0.21582 0.933039
0.196028 0.0903295 0.976429
0.409796 0.129147 0.902989
0.260973 0.213183 0.941513
0.323618 -0.12105 0.938413
0.545688 0.186074 0.817069
0.38057 0.261812 0.886917
0.541202 0.347514 0.765725
0.692686 -0.561841 0.452238
0.657603 -0.419178 0.625977
0.72396 -0.388901 0.56977
0.708816 0.403286 0.57874
0.723778 0.475472 0.500072
0.579637 0.490001 0.651091
0.746594 -0.0389374 0.664139
0.713091 -0.0554664 0.698873
0.576089 -0.0363883 0.816576
0.535113 -0.217839 0.816211
0.592752 -0.177603 0.785559
0.480968 -0.157653 0.862447
0.529599 -0.0947276 0.842942
0.691467 -0.250696 0.677514
0.535113 -0.217839 0.816211
0.615404 -0.261105 0.743708
0.567524 -0.392861 0.723585
0.488827 -0.423066 0.76293
0.187816 0.426651 0.8847
0.615404 -0.261105 0.743708
0.488827 -0.423066 0.76293
0.615404 -0.261105 0.743708
0.645888 -0.242324 0.723953
0.567524 -0.392861 0.723585
0.568447 0.231106 0.789593
0.547123 0.411099 0.729146
0.690887 -0.0386144 0.721931
0.820056 0.128078 0.557767
0.78641 0.01405 0.617545
0.690887 -0.0386144 0.721931
0.190565 -0.416614 0.888886
0.30248 -0.0162163 0.953018
0.287853 0.21582 0.933039
0.253582 -0.249764 0.934513
0.464618 -0.555238 0.689812
0.683852 -0.125827 0.718689
0.898805 0.0766121 0.431601
0.838563 0.0481375 0.542675
0.875561 -0.0130575 0.482931
-0.275513 -0.945324 -0.174515
-0.351705 -0.909864 -0.220117
-0.705164 -0.697789 -0.125838
0.593407 -0.228967 0.771649
0.551185 -0.00468012 0.83437
0.442011 -0.100529 0.891359
0.447995 -0.340338 0.826723
0.593407 -0.228967 0.771649
0.442011 -0.100529 0.891359
0.5455 0.140749 0.826208
0.340946 0.240318 0.908847
0.513413 0.0908145 0.853323
0.76719 -0.0530048 0.639226
0.723543 0.0996903 0.683043
0.645888 -0.242324 0.723953
0.723543 0.0996903 0.683043
0.76719 -0.0530048 0.639226
0.72519 0.196778 0.659832
0.820056 0.128078 0.557767
0.907806 0.0843316 0.410823
0.78641 0.01405 0.617545
0.78641 0.01405 0.617545
0.907806 0.0843316 0.410823
0.849122 0.124598 0.513291
0.514918 -0.719853 0.46548
0.509942 -0.403568 0.759666
0.562547 -0.716145 0.413131
0.545925 -0.137543 0.826467
0.576089 -0.0363883 0.816576
0.528287 0.0102629 0.849004
0.534717 0.268245 0.801325
0.698128 -0.0838687 0.711044
0.657669 0.131906 0.741669
-0.104542 0.661233 0.74286
0.0339221 0.711858 0.701503
-0.0823251 0.77393 0.627897
0.541202 0.347514 0.765725
0.197384 0.478936 0.855371
0.312794 0.49949 0.80788
0.749097 -0.218363 0.625437
0.706775 -0.0646353 0.704479
0.763161 -0.262207 0.590621
0.355118 -0.027014 0.934431
0.456836 -0.113723 0.882252
0.477457 -0.495189 0.725825
0.513413 0.0908145 0.853323
0.340946 0.240318 0.908847
0.38313 0.27124 0.882973
0.209312 0.601189 0.771207
0.171409 0.371454 0.912492
0.335487 0.417895 0.844282
0.379674 0.519467 0.765508
0.527816 0.268131 0.805926
0.496808 0.305843 0.812183
0.78996 -0.18654 0.584094
0.811874 0.117424 0.571903
0.658055 0.253195 0.709124
-0.923486 0.377436 -0.0686767
-0.949198 0.26839 -0.164284
-0.93229 0.296678 -0.206923
0.76719 -0.0530048 0.639226
0.645888 -0.242324 0.723953
0.615404 -0.261105 0.743708
0.72519 0.196778 0.659832
0.681709 0.407292 0.607772
0.623106 0.360241 0.694237
0.547123 0.411099 0.729146
0.820056 0.128078 0.557767
0.690887 -0.0386144 0.721931
0.0281263 -0.530132 -0.847448
0.0445914 -0.548884 -0.834708
0.0556897 -0.508327 -0.859362
0.726762 -0.188612 0.660487
0.72269 -0.00971909 0.691104
0.576089 -0.0363883 0.816576
0.576089 -0.0363883 0.816576
0.626508 -0.138597 0.766993
0.499384 -0.0992233 0.86068
0.528287 0.0102629 0.849004
0.576089 -0.0363883 0.816576
0.499384 -0.0992233 0.86068
0.333965 -0.781752 -0.526622
0.432015 -0.684109 -0.587671
0.472432 -0.791568 -0.387593
-0.51477 0.405887 0.755161
-0.246745 0.383784 0.889847
-0.16127 0.724846 0.669768
0.38057 0.261812 0.886917
0.298841 0.279578 0.912431
0.541202 0.347514 0.765725
0.541438 0.112193 0.833222
0.44253 0.257768 0.858908
0.283492 0.21059 0.935566
0.55756 0.236717 0.795671
0.615404 -0.261105 0.743708
0.187816 0.426651 0.8847
0.681709 0.407292 0.607772
0.855786 0.334278 0.394827
0.547123 0.411099 0.729146
0.965498 -0.000258835 0.26041
0.750517 0.321616 0.57731
0.885441 -0.261687 0.384077
0.501006 0.347882 0.792446
0.610381 0.305649 0.730762
0.57598 0.425758 0.697838
0.535113 -0.217839 0.816211
0.443823 -0.194407 0.874773
0.491486 -0.198274 0.848015
0.930209 0.365507 0.0334162
0.873351 0.48477 0.0475037
0.912159 0.391954 0.11974
0.992134 0.107454 0.0642223
0.984559 0.0781553 0.15664
0.994406 0.101889 0.0278428
0.545826 -0.163695 0.821753
0.726762 -0.188612 0.660487
0.576089 -0.0363883 0.816576
0.443823 -0.194407 0.874773
0.535113 -0.217839 0.816211
0.480968 -0.157653 0.862447
0.529599 -0.0947276 0.842942
0.535113 -0.217839 0.816211
0.491486 -0.198274 0.848015
0.541438 0.112193 0.833222
0.283492 0.21059 0.935566
0.5455 0.140749 0.826208
0.78996 -0.18654 0.584094
0.658055 0.253195 0.709124
0.720436 -0.0690959 0.690071
0.239645 -0.838818 -0.48883
0.0441847 -0.711458 -0.701338
0.262922 -0.852993 -0.450859
0.574658 0.138429 0.806601
0.699709 0.0324731 0.713689
0.625164 0.0698859 0.777358
-0.785046 0.312156 -0.535033
-0.716269 -0.246625 -0.65279
-0.288148 0.512659 -0.808796
0.76719 -0.0530048 0.639226
0.836804 0.0950137 0.539195
0.72519 0.196778 0.659832
0.836804 0.0950137 0.539195
0.788663 0.315552 0.527672
0.72519 0.196778 0.659832
0.72519 0.196778 0.659832
0.788663 0.315552 0.527672
0.681709 0.407292 0.607772
0.681709 0.407292 0.607772
0.77201 0.498916 0.393807
0.855786 0.334278 0.394827
0.547123 0.411099 0.729146
0.855786 0.334278 0.394827
0.820056 0.128078 0.557767
0.509942 -0.403568 0.759666
0.514918 -0.719853 0.46548
0.430541 -0.341012 0.83567
0.411902 0.0904983 0.906723
0.498187 0.184702 0.847169
0.460022 -0.0447786 0.886778
0.499384 -0.0992233 0.86068
0.626508 -0.138597 0.766993
0.552381 -0.267219 0.789601
0.610381 0.305649 0.730762
0.501006 0.347882 0.792446
0.543821 0.187514 0.817984
0.574658 0.138429 0.806601
0.527816 0.268131 0.805926
0.699709 0.0324731 0.713689
0.646101 -0.0482028 0.761728
0.618591 -0.0227973 0.785382
0.643904 -0.262042 0.718834
0.55756 0.236717 0.795671
0.76719 -0.0530048 0.639226
0.615404 -0.261105 0.743708
0.788663 0.315552 0.527672
0.77201 0.498916 0.393807
0.681709 0.407292 0.607772
0.588358 0.318834 0.743088
0.376951 0.607079 0.699545
0.601324 -0.510113 0.614975
0.726762 -0.188612 0.660487
0.545826 -0.163695 0.821753
0.647078 -0.364778 0.669497
0.585725 0.108793 0.803175
0.610381 0.305649 0.730762
0.543821 0.187514 0.817984
0.641648 0.0849594 0.762279
0.532357 0.0555491 0.844696
0.643717 0.045218 0.763926
0.526638 0.418121 0.740154
0.399452 0.595617 0.696906
0.335487 0.417895 0.844282
0.452553 -0.467081 0.759626
0.447995 -0.340338 0.826723
0.415018 -0.199466 0.887679
0.942824 0.174787 0.283782
0.849122 0.124598 0.513291
0.907806 0.0843316 0.410823
-0.812365 -0.57987 0.0617613
-0.751884 -0.641394 0.152588
-0.885769 -0.422713 0.191643
0.221753 0.136064 0.965563
0.253582 -0.249764 0.934513
0.683852 -0.125827 0.718689
0.836804 0.0950137 0.539195
0.848824 0.257697 0.461616
0.788663 0.315552 0.527672
-0.315926 0.691283 0.64986
-0.319659 0.820303 0.474258
-0.257177 0.880768 0.397628
0.529253 0.397073 0.749816
0.412357 0.437927 0.798863
0.518986 0.460121 0.720376
0.669343 -0.72462 -0.164033
0.416426 -0.816982 -0.398911
0.847139 -0.503491 -0.169859
0.529253 0.397073 0.749816
0.366785 0.467366 0.804387
0.412357 0.437927 0.798863
0.593407 -0.228967 0.771649
0.580767 -0.145536 0.800955
0.552908 0.00220182 0.83324
-0.974247 -0.182812 0.131997
-0.999352 -0.0248306 -0.026041
-0.984376 -0.154118 -0.0851505
0.543821 0.187514 0.817984
0.44253 0.257768 0.858908
0.541438 0.112193 0.833222
0.646101 -0.0482028 0.761728
0.641648 0.0849594 0.762279
0.618591 -0.0227973 0.785382
0.543936 0.0316217 0.83853
0.499384 -0.0992233 0.86068
0.638544 -0.180408 0.74814
0.528287 0.0102629 0.849004
0.499384 -0.0992233 0.86068
0.543936 0.0316217 0.83853
0.55756 0.236717 0.795671
0.800862 0.105916 0.589408
0.76719 -0.0530048 0.639226
0.76719 -0.0530048 0.639226
0.800862 0.105916 0.589408
0.836804 0.0950137 0.539195
0.788663 0.315552 0.527672
0.853643 0.353054 0.382944
0.77201 0.498916 0.393807
0.274416 0.195472 0.941534
0.262436 0.0098528 0.964899
0.166624 0.0393917 0.985233
0.456836 -0.113723 0.882252
0.475346 -0.380226 0.793394
0.52227 -0.535964 0.663307
0.708816 0.403286 0.57874
0.810621 0.41632 0.411791
0.723778 0.475472 0.500072
0.52227 -0.535964 0.663307
0.475346 -0.380226 0.793394
0.569024 -0.439273 0.695163
0.545688 0.186074 0.817069
0.498187 0.184702 0.847169
0.411902 0.0904983 0.906723
0.532357 0.0555491 0.844696
0.543821 0.187514 0.817984
0.643717 0.045218 0.763926
0.610381 0.305649 0.730762
0.66786 0.382353 0.638568
0.57598 0.425758 0.697838
0.805639 -0.237496 0.542716
0.726762 -0.188612 0.660487
0.739987 -0.345105 0.57734
0.812774 0.299295 0.49982
0.811874 0.117424 0.571903
0.699709 0.0324731 0.713689
0.641648 0.0849594 0.762279
0.541438 0.112193 0.833222
0.5455 0.140749 0.826208
0.695808 -0.170747 -0.697637
0.768228 -0.109341 -0.63077
0.678027 -0.347491 -0.647711
0.702142 -0.66142 -0.263667
0.832012 -0.518981 -0.195998
0.837999 -0.502793 -0.212031
0.800862 0.105916 0.589408
0.848824 0.257697 0.461616
0.836804 0.0950137 0.539195
-0.469721 0.861877 -0.191128
-0.502247 0.746673 -0.436151
-0.582249 0.734654 -0.348238
-0.175247 -0.503024 -0.846319
-0.357463 -0.24925 -0.900052
-0.167934 -0.399721 -0.901122
0.438091 -0.547204 0.713193
0.452553 -0.467081 0.759626
0.32967 -0.417392 0.846819
0.496808 0.305843 0.812183
0.698128 -0.0838687 0.711044
0.534717 0.268245 0.801325
0.598201 0.322571 0.733556
0.399182 0.287648 0.870582
0.225036 0.49531 0.839063
0.657603 -0.419178 0.625977
0.625567 -0.373834 0.684773
0.72396 -0.388901 0.56977
0.398882 -0.230322 0.887606
0.477583 -0.1642 0.863106
0.512801 -0.244545 0.822942
0.838563 0.0481375 0.542675
0.873253 0.137401 0.467493
0.818933 0.233912 0.524055
0.638544 -0.180408 0.74814
0.552381 -0.267219 0.789601
0.643904 -0.262042 0.718834
0.638544 -0.180408 0.74814
0.499384 -0.0992233 0.86068
0.552381 -0.267219 0.789601
-0.487264 0.124305 -0.864362
-0.584265 0.285013 -0.75987
-0.408525 0.21976 -0.885897
0.848824 0.257697 0.461616
0.853643 0.353054 0.382944
0.788663 0.315552 0.527672
0.171531 -0.967854 -0.183944
0.214021 -0.810493 -0.545249
0.239779 -0.925385 -0.293545
0.189454 0.0292349 0.981454
0.208071 -0.455325 0.865671
0.166624 0.0393917 0.985233
0.276574 0.38536 0.880343
0.467329 0.355749 0.809349
0.2398 0.51391 0.823646
0.218373 -0.0626129 0.973855
0.189454 0.0292349 0.981454
0.166624 0.0393917 0.985233
0.814082 -0.0318287 0.579877
0.838563 0.0481375 0.542675
0.741623 -0.0326073 0.670024
0.746594 -0.0389374 0.664139
0.814082 -0.0318287 0.579877
0.713091 -0.0554664 0.698873
0.171531 -0.967854 -0.183944
0.277836 -0.956755 -0.0861808
0.408598 -0.80085 -0.43782
0.355118 -0.027014 0.934431
0.477457 -0.495189 0.725825
0.438502 -0.542333 0.716653
0.379674 0.519467 0.765508
0.496808 0.305843 0.812183
0.336064 0.577959 0.743656
0.775589 0.212983 0.594222
0.754007 0.350952 0.555253
0.66786 0.382353 0.638568
0.467329 0.355749 0.809349
0.364318 0.511483 0.77824
0.2398 0.51391 0.823646
0.903682 -0.427419 0.0259152
0.928121 -0.334876 -0.162634
0.962721 -0.269546 0.0226547
0.294618 0.0218444 0.955365
0.178362 0.0404574 0.983133
0.239664 -0.0913522 0.966548
0.439463 -0.852009 0.284523
0.502702 -0.572255 0.647932
0.514918 -0.719853 0.46548
0.621264 -0.0505013 0.781972
0.532357 0.0555491 0.844696
0.646101 -0.0482028 0.761728
0.592752 -0.177603 0.785559
0.513413 0.0908145 0.853323
0.480968 -0.157653 0.862447
-0.357463 -0.24925 -0.900052
-0.426724 -0.0600259 -0.902388
-0.167934 -0.399721 -0.901122
-0.61211 -0.393848 0.685715
-0.751247 0.114836 0.649955
-0.676411 -0.341017 0.652821
0.548602 -0.56646 0.614946
0.405043 -0.511229 0.758014
0.477471 -0.743639 0.467998
0.800862 0.105916 0.589408
0.55756 0.236717 0.795671
0.280014 0.580804 0.764368
-0.926616 -0.366386 -0.0845206
-0.989188 -0.139497 0.0452421
-0.930876 -0.362183 0.0478894
0.861255 -0.0192036 0.507809
0.875561 -0.0130575 0.482931
0.834289 -0.0268674 0.550673
0.262436 0.0098528 0.964899
0.181402 -0.000202339 0.983409
0.166624 0.0393917 0.985233
0.532357 0.0555491 0.844696
0.621264 -0.0505013 0.781972
0.543821 0.187514 0.817984
0.323618 -0.12105 0.938413
0.260973 0.213183 0.941513
0.294618 0.0218444 0.955365
0.76254 0.109919 0.637534
0.849391 0.29702 0.43625
0.654158 0.40238 0.640443
0.529253 0.397073 0.749816
0.708816 0.403286 0.57874
0.579637 0.490001 0.651091
0.55335 -0.351983 0.754925
0.545925 -0.137543 0.826467
0.580767 -0.145536 0.800955
-0.173343 -0.707778 -0.684838
0.0445914 -0.548884 -0.834708
-0.141604 -0.623547 -0.768855
0.55335 -0.351983 0.754925
0.580767 -0.145536 0.800955
0.593407 -0.228967 0.771649
0.529696 -0.11857 0.839859
0.475346 -0.380226 0.793394
0.456836 -0.113723 0.882252
0.693764 0.0239657 0.719804
0.805639 -0.237496 0.542716
0.739987 -0.345105 0.57734
0.983399 -0.1084 0.145519
0.992328 -0.0547416 -0.110849
0.99433 0.100963 0.0333931
0.992328 -0.0547416 -0.110849
0.939663 0.312717 -0.138715
0.99433 0.100963 0.0333931
0.983401 0.0496226 -0.174528
0.996617 0.081981 -0.00586223
0.994191 0.0390764 -0.100288
0.514918 -0.719853 0.46548
0.502702 -0.572255 0.647932
0.430541 -0.341012 0.83567
0.754007 0.350952 0.555253
0.810621 0.41632 0.411791
0.708816 0.403286 0.57874
0.438806 -0.897093 0.0517122
0.288179 -0.909226 -0.300435
0.186737 -0.875379 -0.445915
0.739987 -0.345105 0.57734
0.657603 -0.419178 0.625977
0.275349 -0.0139794 0.961243
0.775589 0.212983 0.594222
0.66786 0.382353 0.638568
0.610381 0.305649 0.730762
-0.242135 0.264217 -0.933574
-0.323888 0.371398 -0.87015
-0.490785 0.302232 -0.817181
0.267327 0.701582 0.660545
0.336064 0.577959 0.743656
0.175972 0.805036 0.566525
0.545925 -0.137543 0.826467
0.528287 0.0102629 0.849004
0.580767 -0.145536 0.800955
-0.0644484 -0.932049 -0.356555
-0.22016 -0.955138 -0.198092
0.413492 -0.86477 -0.284953
0.66786 0.382353 0.638568
0.518986 0.460121 0.720376
0.57598 0.425758 0.697838
0.527816 0.268131 0.805926
0.574658 0.138429 0.806601
0.625164 0.0698859 0.777358
0.994406 0.101889 0.0278428
0.994191 0.0390764 -0.100288
0.996617 0.081981 -0.00586223
0.929821 0.350349 -0.112646
0.285818 0.854589 -0.433574
0.933029 0.0718036 -0.352564
0.713091 -0.0554664 0.698873
0.741623 -0.0326073 0.670024
0.626508 -0.138597 0.766993
0.0735391 -0.547727 0.833419
0.213627 -0.659854 0.720386
-0.013694 -0.341662 0.939723
0.162862 -0.226644 0.960265
0.185368 0.119125 0.975422
-0.144525 0.0393703 0.988718
-0.144525 0.0393703 0.988718
0.185368 0.119125 0.975422
-0.279454 0.383905 0.88007
0.185368 0.119125 0.975422
0.174594 0.321581 0.930646
-0.279454 0.383905 0.88007
0.477471 -0.743639 0.467998
0.405043 -0.511229 0.758014
0.412175 -0.71877 0.559895
0.824525 -0.520711 -0.221402
0.811867 -0.518011 -0.269328
0.759299 -0.584161 -0.286742
0.423352 0.458918 0.781132
0.175972 0.805036 0.566525
0.171359 0.743284 0.646657
0.411902 0.0904983 0.906723
0.318945 -0.00486254 0.947761
0.294618 0.0218444 0.955365
-0.947377 -0.270201 0.171664
-0.989188 -0.139497 0.0452421
-0.926398 -0.3663 0.0872385
-0.166259 0.583783 -0.794705
0.783612 0.552699 0.283683
0.859512 0.506633 -0.067544
0.420568 -0.0987901 0.901867
0.294618 0.0218444 0.955365
0.239664 -0.0913522 0.966548
0.601324 -0.510113 0.614975
0.376951 0.607079 0.699545
0.423352 0.458918 0.781132
0.548602 -0.56646 0.614946
0.510487 -0.337647 0.790821
0.405043 -0.511229 0.758014
0.335482 0.787998 0.516247
0.0824028 0.85874 0.505742
0.281572 0.599152 0.749489
0.78335 -0.271432 0.559185
0.769815 -0.405475 0.492926
0.917517 -0.201232 0.343029
0.209889 0.461602 0.861899
0.194294 0.596489 0.778749
0.200587 0.467619 0.86087
0.643904 -0.262042 0.718834
0.552381 -0.267219 0.789601
0.646101 -0.0482028 0.761728
0.379674 0.519467 0.765508
0.336064 0.577959 0.743656
0.267327 0.701582 0.660545
0.927995 -0.00888816 0.372487
0.76254 0.109919 0.637534
0.838689 -0.110441 0.533295
0.501006 0.347882 0.792446
0.459834 0.461294 0.758789
0.543821 0.187514 0.817984
0.785485 -0.536959 0.307714
0.928202 -0.306234 0.211332
0.769815 -0.405475 0.492926
0.698128 -0.0838687 0.711044
0.766991 -0.212914 0.605304
0.657669 0.131906 0.741669
0.599917 0.74329 -0.296006
0.451046 0.720957 -0.526098
0.176799 0.892179 -0.415643
0.760804 -0.648081 0.0341774
0.813135 -0.573552 -0.0992491
0.903682 -0.427419 0.0259152
0.734435 0.674954 -0.071001
0.903482 0.394369 0.167907
0.939663 0.312717 -0.138715
0.27494 -0.11509 -0.954548
0.858317 -0.158392 -0.488061
-0.207177 -0.315632 -0.925988
0.044186 0.639441 0.76757
0.298925 0.414768 0.859425
0.328116 0.626349 0.707126
0.598201 0.322571 0.733556
0.922035 0.257011 0.289477
0.791777 -0.0723723 0.606508
0.791777 -0.0723723 0.606508
0.922035 0.257011 0.289477
0.95182 0.0735492 0.297707
0.533305 0.602736 0.593545
0.922035 0.257011 0.289477
0.598201 0.322571 0.733556
0.0185468 0.182498 -0.983031
0.57097 0.577329 -0.583681
0.964883 0.240544 -0.105547
0.311233 -0.0215694 0.950089
0.310851 0.132496 0.941178
0.185368 0.119125 0.975422
-0.00166421 -0.99313 0.117001
0.00197631 -0.995695 0.0926714
0.0656748 -0.968772 -0.239098
-0.795994 0.537246 0.278854
-0.508913 0.802517 0.311407
-0.274356 0.874308 0.400392
0.312794 0.49949 0.80788
0.229171 0.426758 0.874847
0.498187 0.184702 0.847169
0.911847 0.297526 -0.282868
0.844841 0.407959 -0.34614
0.869017 0.450016 -0.205658
0.462742 -0.215637 0.859867
0.239641 -0.148181 0.959487
0.32967 -0.417392 0.846819
0.811874 0.117424 0.571903
-0.337637 0.932322 0.129528
0.658055 0.253195 0.709124
0.698128 -0.0838687 0.711044
0.763161 -0.262207 0.590621
0.766991 -0.212914 0.605304
0.741623 -0.0326073 0.670024
0.621264 -0.0505013 0.781972
0.646101 -0.0482028 0.761728
0.579942 0.453106 0.677024
0.379674 0.519467 0.765508
0.463469 0.565674 0.682063
0.885441 -0.261687 0.384077
0.750517 0.321616 0.57731
0.463469 0.565674 0.682063
0.194294 0.596489 0.778749
0.0673864 0.596077 0.800095
0.200587 0.467619 0.86087
0.162862 -0.226644 0.960265
0.311233 -0.0215694 0.950089
0.185368 0.119125 0.975422
0.260973 0.213183 0.941513
0.411902 0.0904983 0.906723
0.294618 0.0218444 0.955365
0.93339 -0.00531614 0.358823
0.875561 -0.0130575 0.482931
0.861255 -0.0192036 0.507809
0.626508 -0.138597 0.766993
0.562282 -0.208313 0.800278
0.552381 -0.267219 0.789601
0.626508 -0.138597 0.766993
0.646101 -0.0482028 0.761728
0.562282 -0.208313 0.800278
0.870377 -0.294711 -0.394448
0.919814 -0.158009 -0.359132
0.928121 -0.334876 -0.162634
0.492078 0.254719 0.832453
0.861255 -0.0192036 0.507809
0.693764 0.0239657 0.719804
0.508486 0.131932 0.850903
0.598201 0.322571 0.733556
0.791777 -0.0723723 0.606508
0.310851 0.132496 0.941178
0.271728 0.519636 0.810026
0.174594 0.321581 0.930646
0.256533 0.758745 0.598745
0.267327 0.701582 0.660545
0.175972 0.805036 0.566525
0.838563 0.0481375 0.542675
0.775589 0.212983 0.594222
0.774334 -0.0201003 0.632458
0.318945 -0.00486254 0.947761
0.411902 0.0904983 0.906723
0.460022 -0.0447786 0.886778
0.741623 -0.0326073 0.670024
0.646101 -0.0482028 0.761728
0.626508 -0.138597 0.766993
0.585725 0.108793 0.803175
0.775589 0.212983 0.594222
0.610381 0.305649 0.730762
0.603654 -0.612614 0.510202
0.785485 -0.536959 0.307714
0.769815 -0.405475 0.492926
0.945431 0.273839 -0.17656
0.846446 0.212415 -0.488272
0.984509 -0.123606 -0.124356
0.870377 -0.294711 -0.394448
0.928121 -0.334876 -0.162634
0.853744 -0.464586 -0.23512
0.398882 -0.230322 0.887606
0.512801 -0.244545 0.822942
0.442123 -0.220262 0.869489
-0.172521 0.181535 -0.968133
-0.230908 -0.0122405 -0.972899
-0.111082 0.140527 -0.983826
-0.503904 0.110509 -0.856661
-0.59367 0.270128 -0.758015
-0.531251 0.0904339 -0.842374
0.917517 -0.201232 0.343029
0.838689 -0.110441 0.533295
0.78335 -0.271432 0.559185
0.838689 -0.110441 0.533295
0.917517 -0.201232 0.343029
0.927995 -0.00888816 0.372487
0.76254 0.109919 0.637534
0.927995 -0.00888816 0.372487
0.849391 0.29702 0.43625
-0.0038036 0.827458 0.561515
-0.0282267 0.0982666 0.99476
-0.0295952 0.665314 0.745977
